0,3,0
1,3,0
2,1,0
4,2,0
6,4,0
7,3,0
8,4,0
12,1,0
14,4,0
15,4,0
16,1,4
19,0,4
23,1,0
24,3,0
25,3,2
28,4,0
29,4,0
31,3,0
32,1,0
33,1,0
34,4,0
35,3,0
36,3,0
37,2,0
38,4,0
39,2,0
41,1,0
44,3,0
47,4,0
48,3,0
49,2,0
51,1,0
53,2,0
54,1,3
56,3,0
57,4,0
58,2,0
59,4,1
60,3,0
62,2,0
63,4,0
64,2,0
65,1,0
67,1,2
68,2,4
69,1,0
72,2,0
73,3,0
74,2,4
76,1,0
77,4,0
79,4,3
80,2,0
81,2,0
83,2,0
85,3,0
86,4,2
87,2,0
88,4,0
90,1,0
91,3,0
92,1,0
96,3,0
98,1,0
99,1,0
101,2,0
102,4,1
103,2,0
105,1,0
106,4,0
108,0,3
109,2,0
111,4,0
114,2,0
116,4,0
117,4,0
118,1,0
119,1,0
120,4,0
121,2,0
122,2,4
123,4,0
125,3,0
126,4,0
129,1,0
131,2,0
135,2,0
136,1,4
137,4,0
138,1,0
140,4,1
142,3,0
144,2,0
145,1,0
147,4,0
149,1,0
150,1,2
154,3,0
156,3,2
157,2,0
158,4,0
159,1,2
160,1,0
162,1,4
164,2,4
165,4,0
167,4,0
168,2,0
169,1,0
170,4,0
172,1,0
174,1,0
176,1,0
177,4,0
179,1,0
183,3,0
184,1,0
185,4,0
186,1,4
187,1,0
188,1,0
194,3,0
195,1,0
196,1,0
198,3,4
199,4,0
200,4,0
201,3,4
202,0,3
203,1,4
204,1,0
205,1,4
207,4,0
208,1,0
209,4,0
210,4,0
213,1,0
214,3,0
217,2,0
218,1,0
219,2,0
220,2,0
222,3,0
223,1,2
225,2,0
226,3,0
229,2,0
230,2,0
232,2,0
233,1,0
235,1,0
236,2,4
238,0,4
239,1,3
240,4,0
243,1,0
244,3,4
245,1,0
246,1,0
247,2,0
248,3,0
250,2,0
251,4,0
253,1,0
254,4,0
256,3,1
258,2,1
259,2,0
260,1,0
266,1,0
268,1,3
269,1,0
270,3,0
271,3,0
272,3,0
273,1,0
274,3,0
275,3,0
277,1,0
279,3,0
281,1,0
282,1,2
283,2,0
285,1,0
286,3,0
288,3,0
290,4,0
291,1,0
294,3,0
297,1,0
299,1,0
300,2,0
302,4,2
303,2,0
304,3,0
305,2,4
306,3,0
307,3,0
308,3,0
311,2,0
312,0,4
313,1,0
314,4,2
315,3,0
316,2,0
319,1,0
321,3,0
322,4,1
323,1,0
328,3,0
329,0,2
330,2,1
331,4,2
334,3,0
335,1,0
336,3,0
337,2,1
338,3,0
341,2,0
342,1,0
343,1,0
344,1,3
348,1,2
349,1,0
350,3,0
351,3,0
352,1,0
354,3,0
355,1,0
356,3,0
358,2,0
359,3,0
360,1,0
361,1,0
362,1,0
364,1,0
365,3,0
367,4,1
368,4,2
369,2,0
370,2,0
371,3,0
372,1,0
373,4,2
374,1,0
376,4,0
378,3,0
380,4,0
382,2,0
384,2,0
386,1,0
388,3,0
389,4,0
394,3,0
397,1,0
404,1,0
405,4,0
406,4,1
407,3,1
408,3,0
409,3,0
410,3,0
411,3,4
412,1,0
414,1,0
416,4,2
417,2,0
418,1,0
419,1,0
421,3,0
423,1,0
424,3,4
426,1,3
427,2,0
429,4,0
431,1,0
433,4,0
435,2,3
436,1,0
440,3,0
441,1,0
442,4,0
446,2,0
447,2,0
449,1,0
450,2,0
451,4,0
452,1,0
453,1,0
456,2,0
457,4,2
458,4,0
460,1,0
461,1,0
462,4,1
465,3,0
467,1,0
468,4,1
469,1,0
470,3,0
472,4,2
473,0,4
475,1,4
476,1,4
478,1,0
479,4,0
480,4,0
481,4,1
482,1,0
483,1,0
484,1,0
486,3,0
487,2,0
488,4,0
490,2,0
491,2,0
492,3,1
493,1,0
496,3,0
498,1,0
499,1,0
501,2,0
504,3,0
505,4,0
506,2,0
507,4,1
508,1,0
509,2,0
510,1,0
511,4,2
512,0,2
515,4,0
516,2,4
517,4,0
520,1,0
521,1,0
526,1,0
528,1,0
529,1,0
530,2,4
531,4,0
532,0,2
534,1,0
537,1,0
541,1,0
543,3,0
544,4,1
546,1,4
547,3,0
548,2,0
549,1,0
553,3,0
554,4,0
556,1,0
557,3,0
560,3,1
561,4,0
563,1,0
564,3,0
565,2,1
566,1,0
567,3,0
568,2,0
569,1,0
571,3,0
573,1,0
574,3,0
575,1,0
576,1,0
578,2,0
579,4,0
580,4,0
581,3,0
582,4,2
583,3,4
586,4,0
588,1,0
589,1,4
593,3,0
594,1,0
595,1,0
596,2,0
602,3,0
604,4,0
605,1,0
606,4,0
607,2,4
608,3,0
610,1,0
611,4,0
613,0,2
614,4,0
615,4,0
616,3,0
620,1,0
621,2,0
623,4,0
624,3,0
626,2,0
628,1,0
629,1,0
630,4,0
631,2,0
633,1,0
635,3,0
638,4,2
639,3,0
640,3,0
641,3,0
642,3,0
644,3,0
647,4,2
650,1,2
651,2,0
652,4,1
653,4,1
655,1,0
656,1,0
659,3,0
660,3,1
662,1,0
664,1,0
666,3,0
667,1,0
668,4,2
672,1,3
673,4,0
674,4,2
676,4,0
678,2,0
680,1,0
681,4,0
682,3,0
684,4,0
686,1,0
688,1,0
689,3,0
690,2,0
691,1,0
693,3,0
694,4,0
695,1,0
697,3,0
699,1,0
700,1,2
701,3,0
702,2,4
703,4,2
704,1,0
708,1,0
709,3,0
710,1,3
711,3,0
712,4,0
714,2,3
715,1,0
716,3,1
717,3,0
718,2,0
719,0,1
720,1,0
721,2,4
723,3,0
724,1,2
725,3,0
726,4,0
729,1,0
730,3,0
733,3,0
734,3,4
735,4,0
738,1,0
739,3,0
740,1,0
741,2,0
742,2,0
743,2,0
744,1,0
746,2,0
747,3,0
749,3,2
750,1,0
751,3,0
756,0,3
757,4,0
758,3,0
759,3,0
760,3,0
761,1,0
762,2,0
763,1,0
766,2,4
767,2,0
770,3,0
771,2,0
772,0,4
774,3,0
777,2,0
778,1,0
779,3,0
780,2,0
783,4,0
784,4,0
785,3,0
786,3,0
788,1,0
793,1,0
794,3,0
795,4,0
796,3,0
797,2,0
798,4,0
800,0,1
801,4,0
802,3,0
803,2,0
804,1,0
810,3,0
811,3,0
812,1,0
813,3,0
814,2,4
815,2,0
816,2,0
818,3,0
820,2,0
821,0,4
824,2,0
825,1,0
826,3,0
827,2,0
830,4,1
831,2,0
832,2,0
833,2,4
835,0,3
836,2,0
838,4,0
839,3,0
841,4,2
842,3,0
843,1,0
844,1,0
845,2,0
848,4,0
849,1,0
851,3,0
852,3,0
853,1,0
854,2,4
856,2,0
857,4,0
859,2,0
