1,9,0
2,9,0
3,9,0
10,1,4
11,1,0
13,1,4
14,1,9
15,1,2
16,1,8
19,1,5
20,1,9
21,1,9
22,1,0
23,1,5
25,1,7
26,1,9
27,1,7
28,1,6
29,1,4
33,1,5
34,1,4
35,1,4
37,9,10
38,1,4
39,1,3
41,1,2
42,1,8
43,1,5
44,1,9
45,1,4
46,1,6
47,1,0
49,9,0
50,1,0
51,1,3
52,1,2
53,1,9
55,1,4
56,1,5
57,1,2
58,1,0
59,1,5
61,9,0
62,1,2
63,1,0
65,1,2
67,1,5
68,1,4
69,1,6
70,1,4
71,1,7
73,1,4
74,1,9
75,1,0
76,1,9
77,1,4
79,1,0
81,1,4
82,1,0
83,1,7
85,1,3
86,1,5
87,1,2
88,1,5
89,1,3
90,1,7
91,1,2
92,1,4
93,1,2
94,1,9
95,1,5
97,1,5
98,1,5
99,4,0
100,1,3
101,1,3
103,1,4
105,1,9
106,1,6
107,1,2
109,1,6
110,1,0
111,1,7
113,1,5
115,1,8
116,1,3
117,1,4
118,1,8
119,9,0
121,1,9
122,9,0
123,1,7
124,1,7
125,1,8
127,1,4
128,1,5
129,9,0
130,9,0
131,9,10
133,9,0
135,9,0
139,9,0
142,9,0
143,9,0
147,9,0
148,9,10
149,9,10
151,9,0
153,4,0
154,9,10
157,5,0
158,9,0
160,8,9
163,8,9
165,8,9
169,8,9
171,8,0
173,8,9
175,8,0
176,8,9
177,8,10
178,8,9
179,8,9
183,8,0
187,8,9
188,8,9
195,8,9
197,8,0
202,8,9
203,8,9
205,8,0
207,8,0
211,8,0
213,8,10
214,8,9
215,8,9
220,8,9
223,8,0
226,8,10
227,8,10
231,8,9
233,8,0
237,8,0
238,8,0
241,8,0
242,8,9
244,8,9
245,1,8
247,1,5
250,1,8
251,8,9
252,1,8
253,1,2
254,1,5
256,8,9
257,8,9
261,1,3
262,1,4
263,1,6
265,1,2
266,1,4
267,1,2
268,8,9
269,8,9
271,1,5
273,1,2
274,1,5
275,1,2
277,8,9
278,8,9
279,1,5
281,1,2
283,1,4
286,1,3
287,1,3
289,8,9
290,1,3
291,1,5
292,1,9
293,1,6
295,1,0
296,1,4
297,1,3
299,1,2
301,1,3
303,1,7
304,1,3
307,1,8
308,1,5
309,8,9
310,1,5
313,1,4
316,1,2
317,8,9
319,1,3
321,1,3
322,8,9
323,1,6
325,8,9
327,8,9
328,8,9
329,8,9
332,1,3
333,8,9
335,1,4
337,1,8
339,1,3
340,1,4
341,1,4
343,1,5
345,1,6
346,1,3
347,1,5
349,1,2
351,1,2
355,1,5
356,1,5
358,1,6
359,8,9
361,1,3
362,1,5
363,1,4
364,1,2
365,8,9
367,1,7
368,1,5
369,8,9
370,1,9
371,1,6
373,1,5
374,1,2
375,1,6
380,1,4
381,1,5
382,8,9
385,8,9
386,1,4
388,1,8
389,1,4
391,1,7
394,8,9
397,1,3
398,8,9
399,8,0
401,1,4
403,1,10
404,8,0
406,1,2
407,1,4
408,1,5
410,1,4
411,8,9
412,1,8
413,1,4
415,1,8
417,1,4
418,1,4
421,1,3
423,8,9
424,8,9
427,8,9
428,8,9
433,8,9
434,8,9
439,8,0
445,8,0
446,8,9
449,8,9
452,8,9
453,8,9
454,8,9
455,8,9
461,8,0
463,8,9
465,8,9
470,8,0
471,8,0
481,8,9
482,8,9
484,8,9
485,8,9
487,8,9
489,8,9
491,5,0
494,5,0
495,5,0
497,5,8
507,5,7
509,5,0
511,5,9
514,5,7
515,5,8
517,5,9
518,5,7
519,5,8
521,5,9
524,5,0
525,5,9
526,5,7
527,5,6
530,5,6
531,5,0
535,5,8
536,5,6
537,5,6
538,5,6
541,5,9
542,5,6
543,5,7
545,5,7
547,5,9
548,5,7
549,5,9
550,3,4
551,5,0
553,5,7
555,5,7
559,5,6
561,5,6
562,5,7
563,5,6
566,5,8
567,5,7
571,5,6
572,5,0
573,3,4
574,5,6
575,4,5
576,5,9
579,5,0
580,5,9
583,5,7
586,5,8
587,5,0
589,5,7
591,5,9
593,5,8
595,5,6
596,5,7
598,5,8
599,5,0
601,5,6
602,5,0
603,5,7
605,5,9
609,5,0
610,3,5
611,5,0
613,5,8
615,5,9
617,5,7
620,5,9
621,8,9
622,8,10
627,8,9
628,8,9
631,8,9
633,5,6
634,5,9
635,5,6
638,5,7
639,5,7
643,8,9
646,5,9
647,5,6
651,5,6
652,5,9
655,8,9
656,5,6
